t x y
21.675000 12.451661 12.295836
21.700000 12.507849 12.139162
21.725000 12.565170 11.984875
21.750000 12.623624 11.832942
21.775000 12.683210 11.683333
21.800000 12.743928 11.536014
21.825000 12.805779 11.390953
21.850000 12.868765 11.248121
21.875000 12.932884 11.107485
21.900000 12.998140 10.969016
21.925000 13.064532 10.832683
21.950000 13.132063 10.698456
21.975000 13.200734 10.566306
22.000000 13.270547 10.436204
22.025000 13.341504 10.308121
22.050000 13.413608 10.182029
22.075000 13.486861 10.057899
22.100000 13.561265 9.935704
22.125000 13.636823 9.815417
22.150000 13.713539 9.697011
22.175000 13.791416 9.580459
22.200000 13.870456 9.465735
22.225000 13.950664 9.352813
22.250000 14.032044 9.241667
22.275000 14.114598 9.132272
22.300000 14.198331 9.024604
22.325000 14.283248 8.918638
22.350000 14.369352 8.814349
22.375000 14.456648 8.711713
22.400000 14.545141 8.610708
22.425000 14.634835 8.511311
22.450000 14.725736 8.413497
22.475000 14.817849 8.317245
22.500000 14.911178 8.222532
22.525000 15.005729 8.129337
22.550000 15.101508 8.037638
22.575000 15.198521 7.947414
22.600000 15.296773 7.858644
22.625000 15.396270 7.771307
22.650000 15.497018 7.685383
22.675000 15.599023 7.600852
22.700000 15.702293 7.517695
22.725000 15.806833 7.435892
22.750000 15.912649 7.355423
22.775000 16.019750 7.276271
22.800000 16.128140 7.198416
22.825000 16.237829 7.121841
22.850000 16.348822 7.046527
22.875000 16.461127 6.972458
22.900000 16.574751 6.899615
22.925000 16.689702 6.827982
22.950000 16.805988 6.757541
22.975000 16.923615 6.688278
23.000000 17.042593 6.620174
23.025000 17.162928 6.553215
23.050000 17.284630 6.487384
23.075000 17.407706 6.422667
23.100000 17.532164 6.359047
23.125000 17.658013 6.296511
23.150000 17.785262 6.235044
23.175000 17.913919 6.174631
23.200000 18.043994 6.115258
23.225000 18.175494 6.056911
23.250000 18.308428 5.999577
